word, corpus, audience_love_ratio, audience_hate_ratio, critics_hate_ratio, critics_love_ratio
transformers,2.75411805605e-05,8.13749364652,1.69177736443,4.62199842802,0.586134343083
renny,5.71609407859e-06,6.72135838855,1.63025818754,5.56740719739,5.64820366971
harlin,4.67680424612e-06,5.47666239067,1.99253778478,6.80460879681,6.90336004075
naomi,1.55893474871e-05,5.33974583091,1.7932840063,3.06207395857,1.03550400611
lutz,2.07857966494e-05,4.62093389213,4.93153101732,3.06207395857,3.10651201834
vegas,2.07857966494e-05,4.31287163265,0.448321001575,3.06207395857,0.776628004585
temptation,1.35107678221e-05,4.26547743889,3.44862308904,4.71088301318,1.19481231475
refer,9.35360849225e-06,4.107496793,1.99253778478,1.7011521992,1.72584001019
plague,9.35360849225e-06,4.107496793,3.98507556955,1.7011521992,1.72584001019
turkey,1.24714779897e-05,4.107496793,0.747201669291,5.10345659761,2.58876001528
shades,3.63751441365e-05,4.04881826739,0.256183429471,3.06207395857,0.887574862382
gods,3.68947890527e-05,3.99179265799,0.252575212155,3.01894615633,0.437536903991
watts,2.6501890728e-05,3.86587933459,2.10974588976,4.2028466098,1.82736001079
henry,5.24841365398e-05,3.78215051237,0.177552871911,1.81905383677,0.922726342081
forest,3.79340788852e-05,3.71362723751,0.982621373315,2.93623530273,0.425549591553
jesus,4.52091077125e-05,3.68258333166,1.6489967874,1.40785009589,2.14242208161
strays,8.83396357601e-06,3.62426187618,1.05487294488,1.80121997563,1.82736001079
las,1.24714779897e-05,3.59405969388,0.747201669291,3.82759244821,2.58876001528
spoof,3.63751441365e-05,3.52071153686,1.53710057683,0.874878273876,3.99408688072
argument,3.16983398904e-05,3.434136663,1.17592393856,2.00791734988,2.03705706121
ups,2.91001153092e-05,3.30066706581,0.320229286839,2.18719568469,0.554734288989
judging,1.19518330734e-05,3.21456270757,0.779688698391,2.66267300745,1.35065739928
god,0.000101330758666,3.1596129177,0.367853129497,2.04138263904,0.159308308633
ah,1.03928983247e-05,3.08062259475,2.68992600945,1.53103697928,1.55325600917
wouldn\t,4.36501729638e-05,3.08062259475,1.70788952981,0.364532614115,0.369822859326
kinky,6.23573899483e-06,3.08062259475,1.49440333858,2.5517282988,5.17752003056
dominic,8.31431865977e-06,3.08062259475,1.12080250394,1.9137962241,3.88314002292
swooning,4.15715932989e-06,3.08062259475,2.24160500787,3.82759244821,3.88314002292
vampire,4.416981788e-05,3.04437997599,0.421949177953,2.881951961,0.730944004315
humans,6.33966797808e-05,3.030120585,1.02893344624,1.25494834367,0.509264265301
mile,2.96197602254e-05,3.02657658432,0.629222458351,0.537205957643,1.09000421696
cop,7.74270925191e-05,2.97724599761,0.361063893886,1.2330499162,0.416981478972
snow,2.39036661468e-05,2.94668248194,1.16953304759,3.99400951117,1.35065739928
sexy,5.71609407859e-05,2.91258863504,0.326051637509,1.39185179935,1.69446110091
laughable,3.5335854304e-05,2.89940950094,0.791154708662,2.70182996344,1.37052000809
exorcism,1.7667927152e-05,2.89940950094,1.58230941732,1.80121997563,0.913680005394
boo,8.83396357601e-06,2.89940950094,1.05487294488,10.8073198538,1.82736001079
sneak,6.75538391107e-06,2.84365162593,2.75889847123,2.35544150659,2.38962462949
seventh,6.75538391107e-06,2.84365162593,2.75889847123,2.35544150659,4.77924925898
super,9.56146645874e-05,2.81274236912,0.779688698391,0.166417062966,0.16883217491
austin,1.14321881572e-05,2.80056599523,0.815129093772,1.39185179935,1.41205091743
legend,5.71609407859e-05,2.80056599523,0.163025818754,3.6188146783,0.282410183485
horribly,2.75411805605e-05,2.78999782166,1.35342189155,2.31099921401,0.586134343083
detective,3.22179848066e-05,2.78249782752,1.15695742342,0.987765793086,0.501050325538
philosophy,1.61089924033e-05,2.78249782752,2.31391484684,1.97553158617,2.00420130215
shocked,2.07857966494e-05,2.77256033528,0.448321001575,1.53103697928,2.32988401375
longest,1.40304127384e-05,2.73833119534,0.664179261592,9.07281172908,1.15056000679
christ,1.87072169845e-05,2.73833119534,1.49440333858,1.7011521992,1.72584001019
banderas,9.35360849225e-06,2.73833119534,0.996268892389,1.7011521992,5.17752003056
blacks,9.35360849225e-06,2.73833119534,0.996268892389,5.10345659761,1.72584001019
novice,4.67680424612e-06,2.73833119534,1.99253778478,3.40230439841,3.45168002038
supremacy,4.67680424612e-06,2.73833119534,1.99253778478,13.6092175936,3.45168002038
underwear,4.67680424612e-06,2.73833119534,3.98507556955,3.40230439841,3.45168002038
horror/thriller,4.67680424612e-06,2.73833119534,1.99253778478,3.40230439841,3.45168002038
hamburger,4.67680424612e-06,2.73833119534,3.98507556955,6.80460879681,3.45168002038
boom,4.67680424612e-06,2.73833119534,1.99253778478,6.80460879681,3.45168002038
persona,2.13054415657e-05,2.70493691247,0.437386343,1.49369461393,0.757685858131
competently,1.19518330734e-05,2.67880225631,0.779688698391,2.66267300745,2.70131479856
badass,2.6501890728e-05,2.65779204253,1.40649725984,1.20081331708,0.609120003596
worry,2.18250864819e-05,2.64053365265,0.853944764904,0.72906522823,0.739645718652
margot,7.2750288273e-06,2.64053365265,1.28091714736,2.18719568469,2.21893715596
horrible,7.37895781055e-05,2.60334303782,1.76802648508,1.07819505583,0.656305355987
powers,4.93662670424e-05,2.59420850084,0.37753347501,0.644647149172,0.654002530176
idiotic,1.9746506817e-05,2.59420850084,0.943833687526,4.83485361879,0.817503162721
illogical,9.87325340848e-06,2.59420850084,1.88766737505,1.61161787293,1.63500632544
react,9.87325340848e-06,2.59420850084,1.88766737505,1.61161787293,1.63500632544
adam,6.91127738594e-05,2.59420850084,1.48316722326,1.84184899763,1.86857865765
names,5.45627162048e-05,2.58185512703,0.341577905962,0.874878273876,0.591716574922
prime,4.46894627963e-05,2.57912589328,0.834085584325,0.356055111461,1.08366698314
qualities,2.23447313981e-05,2.57912589328,0.834085584325,1.42422044584,1.44488931086
apparently,0.000109645077326,2.56961884681,0.849897633317,1.30609789702,0.441684173223
overtly,1.24714779897e-05,2.56718549563,0.747201669291,1.2758641494,1.29438000764
maria,2.28643763144e-05,2.52050939571,2.03782273443,0.695925899674,1.41205091743
asks,4.83269772099e-05,2.51749803442,0.385652474473,0.658510528724,0.334033550359
grey,2.54626008956e-05,2.5147939549,1.09792898345,0.624913052768,0.633982044559
corrupt,2.54626008956e-05,2.5147939549,0.731952655632,0.624913052768,0.633982044559
awful,0.000127313004478,2.5147939549,1.53710057683,2.24968698997,0.633982044559
car,0.000146539866379,2.49071614044,0.508733051432,1.08584182928,0.220320001301
unfunny,5.92395204509e-05,2.48611647998,0.157305614588,5.64066255525,0.817503162721
worst,0.000207857966494,2.4644980758,1.03113830362,1.99034807307,0.621302403668
demon,3.63751441365e-05,2.4644980758,0.256183429471,0.437439136938,1.33136229357
rebecca,1.29911229059e-05,2.4644980758,0.71731360252,1.22482958343,2.48520961467
fat,2.8580470393e-05,2.4644980758,0.652103275018,1.67022215922,0.564820366971
traps,1.03928983247e-05,2.4644980758,0.89664200315,3.06207395857,1.55325600917
forgets,1.03928983247e-05,2.4644980758,0.89664200315,1.53103697928,3.10651201834
amp,2.59822458118e-06,2.4644980758,3.5865680126,6.12414791713,6.21302403668
stupid,0.000159530989284,2.44844271375,0.934610557029,1.49612734132,0.708325215908
installment,4.46894627963e-05,2.43584112143,0.417042792163,2.13633066877,0.361222327714
dreadful,2.91001153092e-05,2.42048918159,0.960687860518,2.73399460586,1.10946857798
ghosts,2.39036661468e-05,2.41092203068,0.779688698391,1.33133650372,2.02598609892
problematic,1.87072169845e-05,2.39603979592,0.996268892389,3.40230439841,1.72584001019
bodies,3.22179848066e-05,2.38499813787,0.578478711709,0.493882896543,1.00210065108
relates,1.61089924033e-05,2.38499813787,6.3632658288,0.987765793086,1.00210065108
drink,1.61089924033e-05,2.38499813787,0.578478711709,0.987765793086,3.00630195323
floating,1.35107678221e-05,2.36970968827,0.689724617807,1.17772075329,1.19481231475
married,4.36501729638e-05,2.34714102457,1.49440333858,0.364532614115,0.739645718652
creatively,1.0912543241e-05,2.34714102457,1.70788952981,2.91626091292,2.95858287461
schlock,1.0912543241e-05,2.34714102457,0.853944764904,1.45813045646,2.95858287461
