word,corpus_ratio,audiencesLoveIndex,audiencesHateIndex,criticsHateIndex,criticsLoveIndex
dialogue,0.000291109258597647,1.15343406593407,0.650150723680135,1.72602570778633,0.616444390064848
its,0.00763500191867466,0.615697906945741,0.718884162405419,1.72423088036056,1.63352421561378
than,0.00215685496142802,0.721780826535428,0.754653478038538,1.723907884832,1.41441841646781
predictable,0.000235533854683551,1.55519199901222,0.321422829684561,1.70663216050784,1.14284634113146
between,0.000767469863575616,1.0738868889731,1.13440091786948,1.70221845664445,0.818383069568849
else,0.000354624005928043,0.860771690995571,1.17415279948204,1.70026413005818,0.759054659408208
nor,0.000119090151244492,0.512637362637363,1.58925732455144,1.68766958094664,1.50686406460296
least,0.000479007052783401,1.14706150203388,1.10633382814078,1.67834543961544,0.561952068291159
can\t,0.000179958450769455,1.35698125404008,1.89308593071569,1.67526024579262,0.997189454516665
thats,0.000841570402127744,0.435258138088327,1.88911719710832,1.67174816980563,1.27941288504025
too,0.00151112169690233,0.888810838898405,0.951884422060584,1.66254665373465,0.771904971797489
blood,0.000121736599049925,0.250746536072623,0.310941650455717,1.65098111179562,1.47410615015507
likeable,6.08682995249626e-05,1.00298614429049,1.24376660182287,1.65098111179562,1.47410615015507
movies,0.000860095536765776,1.20666948436179,0.572132636838519,1.63574128614828,0.938892224867999
hard,0.000492239291810567,0.682138426090039,0.845895027583832,1.63322862672255,0.729127773194981
rather,0.000431370992285605,1.20296804422571,0.526502426538515,1.63072367484108,1.45601895812863
running,0.000185251346380321,1.48298665620094,0.612999253755556,1.6273956673414,0.968698327244761
hit,0.000185251346380321,0.82388147566719,1.22599850751111,1.6273956673414,1.93739665448952
wrong,0.000248766093710717,0.613528758475567,1.82595522395272,1.61585385409785,0.360685547378368
cut,0.000124383046855358,0.245411503390227,2.73893283592908,1.61585385409785,2.88548437902695
known,0.000124383046855358,0.245411503390227,0.304325870658787,1.61585385409785,0.721371094756737
john,0.000187897794185754,0.812277511221173,0.60436546144914,1.6044746016042,0.955054688832863
storytelling,0.000187897794185754,0.487366506732704,0.40291030763276,1.6044746016042,0.477527344416431
both,0.000627208129887658,0.730021560717763,1.62949168719831,1.60221795659491,1.14445371995162
kind,0.000441956783507337,1.03601862209647,0.599540188303837,1.59166442514428,2.84228850508942
locations,6.35147473303958e-05,0.961195054945055,0.595971496706791,1.58219023213747,2.82537012113055
effective,0.000190544241991187,0.160199175824176,1.39060015898251,1.58219023213747,1.41268506056528
turns,0.000256705437127016,1.18910728446811,0.884741190987401,1.5658789926309,1.04859097279072
man,0.000706601564050653,0.777595999506112,1.39283226196643,1.56441281379885,0.507931707169537
never,0.00109298294364389,1.03334286778597,1.10824723842812,1.56303538671208,1.06721002154084
actors,0.000582218517195295,1.52043581418581,0.650150723680135,1.5534231370077,1.2328887801297
less,0.000389027827398674,0.863113926889437,0.973014688500883,1.54990063556324,1.6144972120746
proves,0.000129675942466225,0.706184122000449,0.291904406550265,1.54990063556324,3.459636883017
hours,0.000195837137602054,1.24695574695575,0.966440264929931,1.5394283339716,0.4581681277509
almost,0.000460481918145369,0.994339712012126,0.575420755441039,1.52763194827066,1.16911867081264
gets,0.000592804308417027,0.978359252354788,0.893957245060186,1.52568343813256,1.05951379542396
humour,0.000132322390271658,1.15343406593407,0.572132636838519,1.51890262285197,0.678088829071332
date,6.61611951358289e-05,1.38412087912088,1.71639791051556,1.51890262285197,2.71235531628533
struggle,6.61611951358289e-05,0.461373626373626,1.71639791051556,1.51890262285197,1.35617765814266
entry,6.61611951358289e-05,0.922747252747253,1.14426527367704,1.51890262285197,2.71235531628533
song,6.61611951358289e-05,1.38412087912088,0.572132636838519,1.51890262285197,1.35617765814266
job,0.000330805975679145,1.1072967032967,0.800985691573927,1.51890262285197,0.271235531628533
your,0.00100035727045373,1.09850863422292,0.681110281950618,1.50684784013093,0.896942895597
dark,0.000468421261561669,1.17298379586515,0.808096944687174,1.50173988135082,1.91550516686817
recommend,0.000269937676154182,1.01773594053006,1.40228587460421,1.48912021848233,0.997189454516665
stupid,0.000134968838077091,2.26163542340013,0.280457174920843,1.48912021848233,0.664792969677777
feature,0.000272584123959615,0.335951669689534,0.833202869182309,1.47466274063299,3.62086267950711
emotional,0.000341391766900877,0.715307947866087,0.443513671967844,1.47180486710463,0.525650255094056
bring,0.000206422928823786,0.739380811496196,0.916879225702755,1.46048329120382,1.30401697898333
questions,0.000137615285882524,1.33088546069315,0.82519130313248,1.46048329120382,1.30401697898333
clever,0.000137615285882524,1.55269970414201,0.275063767710827,1.46048329120382,3.26004244745833
gone,0.000137615285882524,0.665442730346577,1.10025507084331,1.46048329120382,1.30401697898333
whatever,0.000137615285882524,1.77451394759087,0.550127535421653,1.46048329120382,1.956025468475
regardless,6.88076429412621e-05,0.887256973795435,2.75063767710827,1.46048329120382,1.30401697898333
absurd,6.88076429412621e-05,0.887256973795435,1.65038260626496,1.46048329120382,2.60803395796666
mission,6.88076429412621e-05,0.887256973795435,2.75063767710827,1.46048329120382,1.30401697898333
hoping,6.88076429412621e-05,1.33088546069315,1.10025507084331,1.46048329120382,1.30401697898333
plot,0.000759530520159316,1.72814163188728,0.548210714740741,1.45539449924841,0.826937596428454
far,0.000690722877218054,1.06062902614627,0.986435580756068,1.45488756978158,1.29902074534738
through,0.000902438701652707,1.04857642357642,1.04863019948409,1.44763446459499,0.795412116212707
which,0.00160110092228706,0.876991190627554,1.04024115788822,1.4435851374213,1.2328887801297
feeling,0.000209069376629219,0.584017248574211,0.905273159554619,1.44199616093542,0.858340289963712
about,0.00306723300649703,1.00514961742313,1.20942619521516,1.44158143670162,1.0823678462312
isnt,0.000701308668439787,0.783464648558988,1.07949554120475,1.43292700269054,0.895589019528175
personal,0.000211715824434653,1.7301510989011,1.07274869407222,1.42397120892373,1.69522207267833
level,0.000211715824434653,0.865075549450549,0.893957245060186,1.42397120892373,1.69522207267833
theres,0.000711894459661519,0.428785898116753,2.1800593039386,1.41161953796652,1.6385046055627
heart,0.000285816362986781,0.640796703296703,0.397314331137861,1.40639131745553,0.6278600269179
wont,0.000214362272240086,0.284798534798535,1.76584147172382,1.40639131745553,2.092866756393
reality,0.00014290818149339,0.854395604395604,1.32438110379287,1.40639131745553,1.2557200538358
appreciate,7.14540907466952e-05,1.70879120879121,1.05950488303429,1.40639131745553,1.2557200538358
survive,7.14540907466952e-05,0.427197802197802,1.05950488303429,1.40639131745553,1.2557200538358
capable,7.14540907466952e-05,1.28159340659341,0.529752441517147,1.40639131745553,1.2557200538358
missed,7.14540907466952e-05,0.427197802197802,1.58925732455144,1.40639131745553,1.2557200538358
brilliant,7.14540907466952e-05,1.28159340659341,1.58925732455144,1.40639131745553,2.5114401076716
delivered,7.14540907466952e-05,1.28159340659341,0.529752441517147,1.40639131745553,3.7671601615074
meets,7.14540907466952e-05,0.427197802197802,1.58925732455144,1.40639131745553,2.5114401076716
rise,7.14540907466952e-05,0.427197802197802,1.05950488303429,1.40639131745553,2.5114401076716
material,0.000288462810792214,0.529098195382599,1.44345390028067,1.39348864481833,1.55524960796177
brings,0.000217008720045519,0.562650763870276,1.22101477374074,1.38924020382803,0.413468798214227
parts,0.000145554629298824,0.629145854145854,0.780180868416163,1.38082056622907,0.616444390064848
adventure,0.000145554629298824,0.209715284715285,0.260060289472054,1.38082056622907,3.08222195032424
fascinating,0.000145554629298824,0.209715284715285,0.520120578944108,1.38082056622907,4.93155512051878
laughs,0.000145554629298824,0.419430569430569,1.30030144736027,1.38082056622907,1.2328887801297
feels,0.00109298294364389,0.893701939706782,0.831185428821093,1.37914887062831,1.1493031001209
better,0.000950074762150503,1.18877605681227,1.27494738014155,1.37505112096627,0.661089387674001
nothing,0.000658965503552856,1.38967959751092,1.37863285985185,1.37250237004696,0.816974492857027
given,0.000367856244955209,1.16173215273935,1.85222796098801,1.36591962486688,0.975667379958752
give,0.000441956783507337,1.58856188721458,1.62732336825327,1.36428379298082,0.609061822519161
talent,0.000148201077104257,0.82388147566719,1.53249813438889,1.35616305611783,2.4217458181119
latest,0.000148201077104257,0.411940737833595,2.29874720158334,1.35616305611783,0.605436454527975
acted,7.41005385521284e-05,0.411940737833595,1.02166542292593,1.35616305611783,1.21087290905595
decide,7.41005385521284e-05,0.411940737833595,2.04333084585185,1.35616305611783,1.21087290905595
impossible,7.41005385521284e-05,2.05970368916797,0.510832711462964,1.35616305611783,2.4217458181119
spend,7.41005385521284e-05,1.64776295133438,0.510832711462964,1.35616305611783,2.4217458181119
us,0.000817752371878846,1.04518297236744,0.879491917470216,1.35177417891357,2.0847391185041
based,0.000224948063461818,1.35698125404008,0.168274304952506,1.3402081966341,0.398875781806666
doesnt,0.00090508514945814,0.708248987854251,1.12920915165497,1.33237072179998,1.09049373096267
surprise,0.00015084752490969,1.01178426836322,1.00374146813775,1.33237072179998,1.18962952468655
fast,0.00015084752490969,1.4164979757085,0.752806101103315,1.33237072179998,0.594814762343274
directed,0.00015084752490969,0.404713707345286,1.25467683517219,1.33237072179998,3.56888857405964
twists,0.00015084752490969,2.22592539039907,0.752806101103315,1.33237072179998,2.3792590493731
matter,0.000227594511267252,0.402360720674674,1.66317626987942,1.32462438039416,0.394237691320542
strong,0.000306987945430246,0.596603827207276,1.23304447594508,1.30939881280343,2.33823734162528
biggest,0.000153493972715123,0.795471769609701,2.46608895189017,1.30939881280343,0.584559335406321
intended,7.67469863575616e-05,2.3864153088291,0.493217790378034,1.30939881280343,1.16911867081264
brother,7.67469863575616e-05,1.98867942402425,0.986435580756068,1.30939881280343,1.16911867081264
tale,0.000309634393235679,0.295752324598478,0.244501126854068,1.29820736995895,2.02847085619629
two,0.00085480264115491,1.57124145204641,1.2841986430586,1.29318334762939,1.25960773202105
while,0.00132322390271658,0.968884615384615,0.944018850783557,1.29106722942418,1.28836877523553
journey,0.000156140420520556,0.390994598621717,0.969716333624609,1.28720561258642,1.1493031001209
yet,0.000547814695724664,0.780100334448161,0.690981445457149,1.28409642028549,1.14652700567617
idea,0.000391674275204107,1.09108627858628,1.54630442388789,1.28285694497633,0.4581681277509
screen,0.000391674275204107,0.93521681021681,0.676508185450952,1.28285694497633,0.68725219162635
without,0.000627208129887658,0.876025872861316,0.543163895732771,1.28177436527593,1.28751043494557
right,0.00055310759133553,0.772635259477365,0.958116855949673,1.27180841626362,0.973333247470812
camera,0.000158786868325989,0.768956043956044,0.238388598682716,1.26575218570998,2.82537012113055
interest,0.000158786868325989,1.15343406593407,0.715165796048149,1.26575218570998,1.13014804845222
voice,0.000158786868325989,0.768956043956044,2.14549738814445,1.26575218570998,0.56507402422611
sets,0.000158786868325989,0.961195054945055,0.238388598682716,1.26575218570998,1.13014804845222
air,7.93934341629947e-05,0.384478021978022,0.953554394730865,1.26575218570998,2.26029609690444
